# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Sep 28 14:40:53 2025
#
# User preference: *
#
# COLUMN disposition:    Archive Disposition
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_occdep:      Occultation Depth [%]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_umag:        u (Sloan) Magnitude
# COLUMN sy_gmag:        g (Sloan) Magnitude
# COLUMN sy_rmag:        r (Sloan) Magnitude
# COLUMN sy_imag:        i (Sloan) Magnitude
# COLUMN sy_zmag:        z (Sloan) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_icmag:       I (Cousins) Magnitude
# COLUMN sy_tmag:        TESS Magnitude
# COLUMN sy_kepmag:      Kepler Magnitude
#
disposition,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_trandep,pl_trandur,pl_occdep,pl_rvamp,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_dens,st_vsin,st_rotp,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag
CANDIDATE,2.75391000000,,3.78000000,0.33700000,,,,,,,0,,1.0296000,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3918.00,0.436000,,,,4.846000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h51m47.15s,177.9464521,-03d14m45.67s,-3.2460183,793.13100000,18.8760000,17.3749000,14.5620000,13.9820000,13.7480000,20.5699000,18.1042000,16.8600000,16.1991000,15.7606000,13.7340000,13.6690000,12.4970000,8.8040000,16.7664000,,15.9022000,16.770
FALSE POSITIVE,50.28586900000,,3.47000000,0.30957266,,,,,,,0,0.18400000,12.6200000,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4859.00,0.740000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m38.67s,178.1611264,-03d05m41.67s,-3.0949095,829.24800000,12.8830000,11.6680000,9.9940000,9.4790000,9.3680000,15.4938000,12.4747000,14.1617000,13.1828000,11.4917000,9.2840000,9.3860000,9.2840000,8.3190000,11.5044000,,10.8877000,11.511
FALSE POSITIVE,50.27762000000,,209.52000000,18.69200000,,,,,,1466.00,0,,,,,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5141.00,10.960000,,-0.2100,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m38.67s,178.1611264,-03d05m41.67s,-3.0949095,829.24800000,12.8830000,11.6680000,9.9940000,9.4790000,9.3680000,15.4938000,12.4747000,14.1617000,13.1828000,11.4917000,9.2840000,9.3860000,9.2840000,8.3190000,11.5044000,,10.8877000,11.511
CANDIDATE,10.50439000000,,1.75000000,0.15600000,,,,,,,0,0.04020000,3.3840000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.878000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h54m45.74s,178.6905819,-03d04m58.15s,-3.0828192,84.94700000,10.7600000,9.9960000,8.5650000,8.2280000,8.1660000,,,,,,7.7720000,7.8690000,7.9070000,7.5430000,9.7827100,,9.3118000,9.769
CANDIDATE,1.68420800000,,5.51000000,0.49200000,,,,,,,0,1.47600000,1.3224000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.431000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h21m31.74s,170.3822570,-03d03m39.72s,-3.0610326,325.63600000,18.7630000,16.8090000,13.7950000,13.1280000,12.9410000,,,,,,12.9030000,12.8100000,12.2430000,8.8060000,16.2552000,,15.1877000,16.033
CANDIDATE,0.21220130000,,0.51900000,0.04630000,,,,,,,0,0.07250000,0.6240000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.188000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h18m23.31s,169.5971097,-02d59m29.03s,-2.9913978,71.89370000,16.3510000,14.8980000,11.1470000,10.5900000,10.3570000,18.1725000,15.6461000,14.3046000,13.1054000,12.4743000,10.2330000,10.1080000,9.9730000,8.4490000,13.8198000,,12.6310000,13.879
CANDIDATE,0.21219899000,,1.05000000,0.09367473,,,,,,,0,0.06620000,0.5200000,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3468.00,0.370000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h18m23.31s,169.5971097,-02d59m29.03s,-2.9913978,71.89370000,16.3510000,14.8980000,11.1470000,10.5900000,10.3570000,18.1725000,15.6461000,14.3046000,13.1054000,12.4743000,10.2330000,10.1080000,9.9730000,8.4490000,13.8198000,,12.6310000,13.879
CANDIDATE,0.21219400000,,0.77000000,0.06900000,,,,,,,0,,,,,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,,3299.00,0.260000,,0.1550,[Fe/H],5.106000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h18m23.31s,169.5971097,-02d59m29.03s,-2.9913978,71.89370000,16.3510000,14.8980000,11.1470000,10.5900000,10.3570000,18.1725000,15.6461000,14.3046000,13.1054000,12.4743000,10.2330000,10.1080000,9.9730000,8.4490000,13.8198000,,12.6310000,13.879
CANDIDATE,1.57786430000,,7.55000000,0.67356588,,,,,,,0,0.89100000,3.0200000,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4811.00,0.730000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m31.81s,170.1325248,-02d54m09.48s,-2.9026339,290.88300000,13.3180000,12.6050000,10.8980000,10.4820000,10.4010000,14.8482000,14.9457000,13.9559000,14.6539000,12.6554000,10.3110000,10.3360000,10.2750000,8.8670000,12.2983000,,11.7488000,12.452
CANDIDATE,1.57771549000,,,,,,,,,,0,1.82300000,3.0860000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5163.00,1.155850,0.870000,,,4.251780,0.794295,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m31.81s,170.1325248,-02d54m09.48s,-2.9026339,290.88300000,13.3180000,12.6050000,10.8980000,10.4820000,10.4010000,14.8482000,14.9457000,13.9559000,14.6539000,12.6554000,10.3110000,10.3360000,10.2750000,8.8670000,12.2983000,,11.7488000,12.452
CANDIDATE,1.57771549000,,,,,,,,,,0,0.87500000,2.9930000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7333.00,2.567520,1.660000,,,3.839150,0.138271,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m32.02s,170.1334170,-02d53m53.57s,-2.8982132,307.78400000,9.8200000,9.1200000,8.5260000,8.4870010,8.4380000,,,,,,8.3940000,8.4230000,8.4240000,8.2980000,9.0828000,,8.8701000,9.392
CANDIDATE,13.01130000000,,2.43000000,0.21700000,,,,,,713.00,0,0.06500000,2.2008000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5347.00,0.880221,0.920000,,,4.512670,1.901856,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m14.23s,183.3092954,-02d50m39.07s,-2.8441860,501.25700000,14.8080000,14.0030000,12.5700000,12.2170000,12.1940000,15.9959000,14.4262000,13.8168000,13.6025000,13.5145000,12.0960000,12.1330000,11.7790000,8.5390000,13.8764000,,13.3640000,13.902
CANDIDATE,40.70206194000,,,,,,,,,,0,0.53600000,1.6210000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3759.00,0.572892,0.565387,,,4.674270,4.239291,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h53m40.88s,178.4203490,-02d34m18.39s,-2.5717754,118.95900000,15.8920000,14.4180000,11.3940000,10.6620000,10.5910000,17.9240000,15.2315000,13.8230000,15.1571000,12.5913000,10.4040000,10.4230000,10.1560000,8.8380000,13.6506000,,12.6371000,13.679
CANDIDATE,21.20473900000,,9.11013939,0.81000000,,,,,,,0,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5154.00,1.761722,,-0.2600,[Fe/H],3.910000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h08m49.11s,182.2046312,-02d27m52.61s,-2.4646145,573.99100000,12.8660000,11.9650000,10.3660000,9.8620010,9.8000000,14.8889000,14.8134000,11.9891000,11.5758000,12.5298000,9.7490000,9.8100000,9.7890000,8.2610000,11.7673000,,11.2017000,11.751
FALSE POSITIVE,2.51933400000,,3.91000000,0.34900000,,,,,,,0,,1.5451200,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6283.00,1.450000,,,,4.170000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m56.63s,171.2359519,-02d05m06.57s,-2.0851597,476.88400000,12.6240000,12.2930000,11.2360000,10.9900000,10.8900000,14.8406000,14.9666000,12.2253000,12.0929000,13.1522000,10.8800000,10.9060000,11.0150000,9.0240000,12.1049000,,11.7475000,12.146
FALSE POSITIVE,2.51940390000,,7.65729000,0.68313883,,,,,219.3440,,0,0.19350000,1.1130000,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6380.00,1.760000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m56.63s,171.2359519,-02d05m06.57s,-2.0851597,476.88400000,12.6240000,12.2930000,11.2360000,10.9900000,10.8900000,14.8406000,14.9666000,12.2253000,12.0929000,13.1522000,10.8800000,10.9060000,11.0150000,9.0240000,12.1049000,,11.7475000,12.146
FALSE POSITIVE,2.51938600000,,19.60000000,1.75000000,,,,,,,0,0.20360000,1.5840000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,2.030000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m56.63s,171.2359519,-02d05m06.57s,-2.0851597,476.88400000,12.6240000,12.2930000,11.2360000,10.9900000,10.8900000,14.8406000,14.9666000,12.2253000,12.0929000,13.1522000,10.8800000,10.9060000,11.0150000,9.0240000,12.1049000,,11.7475000,12.146
FALSE POSITIVE,2.51881781000,,,,,,,,,,0,0.21500000,1.5800000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6380.00,1.762770,,-0.6700,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m56.63s,171.2359519,-02d05m06.57s,-2.0851597,476.88400000,12.6240000,12.2930000,11.2360000,10.9900000,10.8900000,14.8406000,14.9666000,12.2253000,12.0929000,13.1522000,10.8800000,10.9060000,11.0150000,9.0240000,12.1049000,,11.7475000,12.146
FALSE POSITIVE,2.51940780000,,7.99000000,0.71282006,,,,,,,0,0.18100000,1.2400000,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,7119.00,1.720000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m56.63s,171.2359519,-02d05m06.57s,-2.0851597,476.88400000,12.6240000,12.2930000,11.2360000,10.9900000,10.8900000,14.8406000,14.9666000,12.2253000,12.0929000,13.1522000,10.8800000,10.9060000,11.0150000,9.0240000,12.1049000,,11.7475000,12.146
CANDIDATE,13.38362900000,,2.87289326,0.26000000,,,,,,,0,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5216.00,0.815235,,0.1600,[Fe/H],4.700000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h16m08.43s,184.0351247,-01d40m25.54s,-1.6737612,194.19500000,13.8240000,13.0020000,11.2780000,10.7890000,10.7080000,15.8354000,14.1051000,14.9504000,14.3022000,13.2666000,10.6530000,10.6970000,10.6070000,8.0750000,12.6813000,,12.1031000,12.798
CANDIDATE,13.38382000000,,2.70000000,0.24000000,,,,,,608.00,0,0.12000000,2.2008000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5113.71,0.659730,0.860000,0.1920,[M/H],4.733830,4.222458,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h16m08.43s,184.0351247,-01d40m25.54s,-1.6737612,194.19500000,13.8240000,13.0020000,11.2780000,10.7890000,10.7080000,15.8354000,14.1051000,14.9504000,14.3022000,13.2666000,10.6530000,10.6970000,10.6070000,8.0750000,12.6813000,,12.1031000,12.798
CANDIDATE,11.89510000000,,,,,,,,,,0,,,,,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,,5040.00,0.680000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h20m43.49s,185.1812113,-01d35m18.00s,-1.5883337,449.79000000,13.1300000,12.7880000,11.5740000,11.2660000,11.2710000,,,,,,10.9100000,10.9690000,11.1320000,8.5120000,12.6270000,,12.2163000,12.281
CANDIDATE,40.14010000000,,20.80000000,1.86000000,,,,,,,0,1.89600000,3.0240000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.716000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h32m42.02s,173.1750869,-01d33m31.62s,-1.5587834,342.59600000,17.7030000,16.1530000,13.3720000,12.6870000,12.5670000,19.7982000,17.0694000,15.6683000,14.9635000,14.5786000,12.4100000,12.4260000,11.8060000,8.2740000,15.5853000,,14.6032000,15.655
CANDIDATE,7.44330000000,,2.73000000,0.24400000,,,,,,,0,0.11600000,1.6320000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.724000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h14m56.82s,168.7367646,-01d27m43.99s,-1.4622181,328.87100000,16.9090000,15.3740000,12.9660000,12.2990000,12.1650000,18.9197000,16.2348000,14.9402000,14.4048000,14.1226000,12.0440000,12.1060000,11.6050000,8.2580000,14.9430000,,14.1286000,14.970
CANDIDATE,2.63800000000,,2.91000000,0.26000000,,,,,,1313.00,0,0.11000000,1.6992000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4264.47,,,0.0784,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h18m20.48s,184.5853275,-01d05m56.20s,-1.0989451,,15.9870000,14.8720000,12.2330000,11.5330000,11.3900000,,,,,,11.2710000,11.3320000,11.0480000,8.0030000,14.4164000,,13.6207000,14.210
CANDIDATE,27.47083000000,,3.36000000,0.30000000,,,,,,480.00,0,0.15000000,5.5008000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4947.03,0.749863,0.810000,-0.2022,[M/H],4.596590,2.708347,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h12m45.23s,183.1884790,-01d04m29.39s,-1.0748315,273.77300000,14.5800000,13.6870000,11.8440000,11.3900000,11.2820000,16.0498000,14.0481000,13.2829000,12.9825000,12.9091000,11.1920000,11.2390000,11.2110000,8.5280000,13.3313000,,12.7295000,13.384
CANDIDATE,2.82681210000,,40.10000000,3.57748238,,,,,,,0,14.10000000,6.8000000,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5736.00,0.980000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h36m10.58s,174.0440867,-00d50m26.55s,-0.8407078,649.66600000,12.5780000,12.1370000,10.7960000,10.4570000,10.3990000,15.4243000,12.5992000,11.8557000,11.7409000,13.7732000,10.3410000,10.3810000,10.3470000,8.0650000,11.8038000,,11.3692000,11.858
CONFIRMED,0.72091000000,,1.50000000,0.13382127,,,,,,,0,,,,,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5633.00,0.940000,,-0.0530,[Fe/H],4.400000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h18m24.51s,184.6021322,-00d33m04.64s,-0.5512886,706.39100000,15.0810000,14.3210000,12.9750000,12.6300000,12.5810000,16.4425000,14.6644000,14.0904000,13.9361000,13.8685000,12.5340000,12.5700000,11.1810000,8.4680000,14.1470000,,13.6514000,14.219
CANDIDATE,4.44044000000,,1.32000000,0.11800000,,,,,,,0,0.01414000,2.7120000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.053000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h34m24.06s,173.6002346,-00d20m04.45s,-0.3345702,243.08400000,12.2940000,11.8380000,10.8900000,10.5950000,10.4840000,14.5835000,15.3663000,15.2221000,16.4722000,13.7164000,9.7960000,9.8410000,9.8200000,8.6800000,11.9904000,,11.5350000,12.088
CANDIDATE,4.44164210000,,1.17000000,0.10438041,,,,,,,0,0.01430000,2.7400000,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5547.00,0.900000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h34m24.06s,173.6002346,-00d20m04.45s,-0.3345702,243.08400000,12.2940000,11.8380000,10.8900000,10.5950000,10.4840000,14.5835000,15.3663000,15.2221000,16.4722000,13.7164000,9.7960000,9.8410000,9.8200000,8.6800000,11.9904000,,11.5350000,12.088
CANDIDATE,4.44125800000,,1.12422498,0.10000000,,,,,,,0,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5450.00,0.833852,,-0.1300,[Fe/H],4.540000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h34m24.06s,173.6002346,-00d20m04.45s,-0.3345702,243.08400000,12.2940000,11.8380000,10.8900000,10.5950000,10.4840000,14.5835000,15.3663000,15.2221000,16.4722000,13.7164000,9.7960000,9.8410000,9.8200000,8.6800000,11.9904000,,11.5350000,12.088
CANDIDATE,11.20381000000,,2.18000000,0.19400000,,,,,,,0,0.03540000,1.1328000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.100000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h22m36.30s,170.6512345,-00d16m47.47s,-0.2798534,325.84900000,12.6820000,12.2380000,10.8940000,10.5610000,10.4960000,15.1426000,12.4180000,11.9367000,11.8006000,12.7260000,10.4400000,10.4880000,10.5390000,8.3890000,11.8803000,,11.4512000,11.947
CANDIDATE,8.00687500000,,2.38400000,0.21268660,,,,,,,0,,2.5000000,,,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G8,5403.00,0.846000,0.904000,-0.0470,[Fe/H],4.538000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h22m47.38s,185.6973984,-00d07m18.78s,-0.1218824,511.58100000,14.9410000,14.2850000,12.7690000,12.3930000,12.2830000,16.2225000,14.6583000,14.0763000,13.9402000,13.7825000,12.2650000,12.2800000,11.6190000,9.0030000,13.9771000,,13.4765000,13.973
CANDIDATE,3.36431150000,,85.60000000,7.63672049,,,,,,,0,35.20000000,7.4000000,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,6240.00,1.320000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h12m44.99s,168.1874780,+00d20m52.34s,0.3478732,147.35200000,8.8930000,8.4500000,7.5190000,7.3250000,7.2110000,,,,,,7.1080000,7.2470000,7.2720000,7.1890000,8.3203300,,7.9747800,8.814
